run_id,modulation,power_dbm,target_freq_hz,center_hz,center_error_hz,detected_mode,valid,raw_log_path,notes
"AM_120M_-20dBm_run2","AM",-20,120000000,"","","","False","D:\VSCodeCMAKEProject\Simple_wireless_IQ_demodulation\agent_workspace\120MHz_dataset_raw_20260525\AM_120M_-20dBm_run2.txt","dry-run"
"AM_120M_-20dBm_run3","AM",-20,120000000,"","","","False","D:\VSCodeCMAKEProject\Simple_wireless_IQ_demodulation\agent_workspace\120MHz_dataset_raw_20260525\AM_120M_-20dBm_run3.txt","dry-run"
"AM_120M_-15dBm_run1","AM",-15,120000000,"","","","False","D:\VSCodeCMAKEProject\Simple_wireless_IQ_demodulation\agent_workspace\120MHz_dataset_raw_20260525\AM_120M_-15dBm_run1.txt","dry-run"
"AM_120M_-15dBm_run2","AM",-15,120000000,"","","","False","D:\VSCodeCMAKEProject\Simple_wireless_IQ_demodulation\agent_workspace\120MHz_dataset_raw_20260525\AM_120M_-15dBm_run2.txt","dry-run"
"AM_120M_-15dBm_run3","AM",-15,120000000,"","","","False","D:\VSCodeCMAKEProject\Simple_wireless_IQ_demodulation\agent_workspace\120MHz_dataset_raw_20260525\AM_120M_-15dBm_run3.txt","dry-run"
"AM_120M_-10dBm_run1","AM",-10,120000000,"","","","False","D:\VSCodeCMAKEProject\Simple_wireless_IQ_demodulation\agent_workspace\120MHz_dataset_raw_20260525\AM_120M_-10dBm_run1.txt","dry-run"
"AM_120M_-10dBm_run2","AM",-10,120000000,"","","","False","D:\VSCodeCMAKEProject\Simple_wireless_IQ_demodulation\agent_workspace\120MHz_dataset_raw_20260525\AM_120M_-10dBm_run2.txt","dry-run"
"AM_120M_-10dBm_run3","AM",-10,120000000,"","","","False","D:\VSCodeCMAKEProject\Simple_wireless_IQ_demodulation\agent_workspace\120MHz_dataset_raw_20260525\AM_120M_-10dBm_run3.txt","dry-run"
"FM_120M_-20dBm_run1","FM",-20,120000000,"","","","False","D:\VSCodeCMAKEProject\Simple_wireless_IQ_demodulation\agent_workspace\120MHz_dataset_raw_20260525\FM_120M_-20dBm_run1.txt","dry-run"
"FM_120M_-20dBm_run2","FM",-20,120000000,"","","","False","D:\VSCodeCMAKEProject\Simple_wireless_IQ_demodulation\agent_workspace\120MHz_dataset_raw_20260525\FM_120M_-20dBm_run2.txt","dry-run"
"FM_120M_-20dBm_run3","FM",-20,120000000,"","","","False","D:\VSCodeCMAKEProject\Simple_wireless_IQ_demodulation\agent_workspace\120MHz_dataset_raw_20260525\FM_120M_-20dBm_run3.txt","dry-run"
"FM_120M_-15dBm_run1","FM",-15,120000000,"","","","False","D:\VSCodeCMAKEProject\Simple_wireless_IQ_demodulation\agent_workspace\120MHz_dataset_raw_20260525\FM_120M_-15dBm_run1.txt","dry-run"
"FM_120M_-15dBm_run2","FM",-15,120000000,"","","","False","D:\VSCodeCMAKEProject\Simple_wireless_IQ_demodulation\agent_workspace\120MHz_dataset_raw_20260525\FM_120M_-15dBm_run2.txt","dry-run"
"FM_120M_-15dBm_run3","FM",-15,120000000,"","","","False","D:\VSCodeCMAKEProject\Simple_wireless_IQ_demodulation\agent_workspace\120MHz_dataset_raw_20260525\FM_120M_-15dBm_run3.txt","dry-run"
"FM_120M_-10dBm_run1","FM",-10,120000000,"","","","False","D:\VSCodeCMAKEProject\Simple_wireless_IQ_demodulation\agent_workspace\120MHz_dataset_raw_20260525\FM_120M_-10dBm_run1.txt","dry-run"
"FM_120M_-10dBm_run2","FM",-10,120000000,"","","","False","D:\VSCodeCMAKEProject\Simple_wireless_IQ_demodulation\agent_workspace\120MHz_dataset_raw_20260525\FM_120M_-10dBm_run2.txt","dry-run"
"FM_120M_-10dBm_run3","FM",-10,120000000,"","","","False","D:\VSCodeCMAKEProject\Simple_wireless_IQ_demodulation\agent_workspace\120MHz_dataset_raw_20260525\FM_120M_-10dBm_run3.txt","dry-run"
"ASK_120M_-20dBm_run1","ASK",-20,120000000,"","","","False","D:\VSCodeCMAKEProject\Simple_wireless_IQ_demodulation\agent_workspace\120MHz_dataset_raw_20260525\ASK_120M_-20dBm_run1.txt","dry-run"
"ASK_120M_-20dBm_run2","ASK",-20,120000000,"","","","False","D:\VSCodeCMAKEProject\Simple_wireless_IQ_demodulation\agent_workspace\120MHz_dataset_raw_20260525\ASK_120M_-20dBm_run2.txt","dry-run"
"ASK_120M_-20dBm_run3","ASK",-20,120000000,"","","","False","D:\VSCodeCMAKEProject\Simple_wireless_IQ_demodulation\agent_workspace\120MHz_dataset_raw_20260525\ASK_120M_-20dBm_run3.txt","dry-run"
"ASK_120M_-15dBm_run1","ASK",-15,120000000,"","","","False","D:\VSCodeCMAKEProject\Simple_wireless_IQ_demodulation\agent_workspace\120MHz_dataset_raw_20260525\ASK_120M_-15dBm_run1.txt","dry-run"
"ASK_120M_-15dBm_run2","ASK",-15,120000000,"","","","False","D:\VSCodeCMAKEProject\Simple_wireless_IQ_demodulation\agent_workspace\120MHz_dataset_raw_20260525\ASK_120M_-15dBm_run2.txt","dry-run"
"ASK_120M_-15dBm_run3","ASK",-15,120000000,"","","","False","D:\VSCodeCMAKEProject\Simple_wireless_IQ_demodulation\agent_workspace\120MHz_dataset_raw_20260525\ASK_120M_-15dBm_run3.txt","dry-run"
"ASK_120M_-10dBm_run1","ASK",-10,120000000,"","","","False","D:\VSCodeCMAKEProject\Simple_wireless_IQ_demodulation\agent_workspace\120MHz_dataset_raw_20260525\ASK_120M_-10dBm_run1.txt","dry-run"
"ASK_120M_-10dBm_run2","ASK",-10,120000000,"","","","False","D:\VSCodeCMAKEProject\Simple_wireless_IQ_demodulation\agent_workspace\120MHz_dataset_raw_20260525\ASK_120M_-10dBm_run2.txt","dry-run"
"ASK_120M_-10dBm_run3","ASK",-10,120000000,"","","","False","D:\VSCodeCMAKEProject\Simple_wireless_IQ_demodulation\agent_workspace\120MHz_dataset_raw_20260525\ASK_120M_-10dBm_run3.txt","dry-run"
"FSK2_120M_-20dBm_run1","FSK2",-20,120000000,"","","","False","D:\VSCodeCMAKEProject\Simple_wireless_IQ_demodulation\agent_workspace\120MHz_dataset_raw_20260525\FSK2_120M_-20dBm_run1.txt","dry-run"
"FSK2_120M_-20dBm_run2","FSK2",-20,120000000,"","","","False","D:\VSCodeCMAKEProject\Simple_wireless_IQ_demodulation\agent_workspace\120MHz_dataset_raw_20260525\FSK2_120M_-20dBm_run2.txt","dry-run"
"FSK2_120M_-20dBm_run3","FSK2",-20,120000000,"","","","False","D:\VSCodeCMAKEProject\Simple_wireless_IQ_demodulation\agent_workspace\120MHz_dataset_raw_20260525\FSK2_120M_-20dBm_run3.txt","dry-run"
"FSK2_120M_-15dBm_run1","FSK2",-15,120000000,"","","","False","D:\VSCodeCMAKEProject\Simple_wireless_IQ_demodulation\agent_workspace\120MHz_dataset_raw_20260525\FSK2_120M_-15dBm_run1.txt","dry-run"
"FSK2_120M_-15dBm_run2","FSK2",-15,120000000,"","","","False","D:\VSCodeCMAKEProject\Simple_wireless_IQ_demodulation\agent_workspace\120MHz_dataset_raw_20260525\FSK2_120M_-15dBm_run2.txt","dry-run"
"FSK2_120M_-15dBm_run3","FSK2",-15,120000000,"","","","False","D:\VSCodeCMAKEProject\Simple_wireless_IQ_demodulation\agent_workspace\120MHz_dataset_raw_20260525\FSK2_120M_-15dBm_run3.txt","dry-run"
"FSK2_120M_-10dBm_run1","FSK2",-10,120000000,"","","","False","D:\VSCodeCMAKEProject\Simple_wireless_IQ_demodulation\agent_workspace\120MHz_dataset_raw_20260525\FSK2_120M_-10dBm_run1.txt","dry-run"
"FSK2_120M_-10dBm_run2","FSK2",-10,120000000,"","","","False","D:\VSCodeCMAKEProject\Simple_wireless_IQ_demodulation\agent_workspace\120MHz_dataset_raw_20260525\FSK2_120M_-10dBm_run2.txt","dry-run"
"FSK2_120M_-10dBm_run3","FSK2",-10,120000000,"","","","False","D:\VSCodeCMAKEProject\Simple_wireless_IQ_demodulation\agent_workspace\120MHz_dataset_raw_20260525\FSK2_120M_-10dBm_run3.txt","dry-run"
"BPSK_120M_-20dBm_run1","BPSK",-20,120000000,"","","","False","D:\VSCodeCMAKEProject\Simple_wireless_IQ_demodulation\agent_workspace\120MHz_dataset_raw_20260525\BPSK_120M_-20dBm_run1.txt","dry-run"
"BPSK_120M_-20dBm_run2","BPSK",-20,120000000,"","","","False","D:\VSCodeCMAKEProject\Simple_wireless_IQ_demodulation\agent_workspace\120MHz_dataset_raw_20260525\BPSK_120M_-20dBm_run2.txt","dry-run"
"BPSK_120M_-20dBm_run3","BPSK",-20,120000000,"","","","False","D:\VSCodeCMAKEProject\Simple_wireless_IQ_demodulation\agent_workspace\120MHz_dataset_raw_20260525\BPSK_120M_-20dBm_run3.txt","dry-run"
"BPSK_120M_-15dBm_run1","BPSK",-15,120000000,"","","","False","D:\VSCodeCMAKEProject\Simple_wireless_IQ_demodulation\agent_workspace\120MHz_dataset_raw_20260525\BPSK_120M_-15dBm_run1.txt","dry-run"
"BPSK_120M_-15dBm_run2","BPSK",-15,120000000,"","","","False","D:\VSCodeCMAKEProject\Simple_wireless_IQ_demodulation\agent_workspace\120MHz_dataset_raw_20260525\BPSK_120M_-15dBm_run2.txt","dry-run"
"BPSK_120M_-15dBm_run3","BPSK",-15,120000000,"","","","False","D:\VSCodeCMAKEProject\Simple_wireless_IQ_demodulation\agent_workspace\120MHz_dataset_raw_20260525\BPSK_120M_-15dBm_run3.txt","dry-run"
"BPSK_120M_-10dBm_run1","BPSK",-10,120000000,"","","","False","D:\VSCodeCMAKEProject\Simple_wireless_IQ_demodulation\agent_workspace\120MHz_dataset_raw_20260525\BPSK_120M_-10dBm_run1.txt","dry-run"
"BPSK_120M_-10dBm_run2","BPSK",-10,120000000,"","","","False","D:\VSCodeCMAKEProject\Simple_wireless_IQ_demodulation\agent_workspace\120MHz_dataset_raw_20260525\BPSK_120M_-10dBm_run2.txt","dry-run"
"BPSK_120M_-10dBm_run3","BPSK",-10,120000000,"","","","False","D:\VSCodeCMAKEProject\Simple_wireless_IQ_demodulation\agent_workspace\120MHz_dataset_raw_20260525\BPSK_120M_-10dBm_run3.txt","dry-run"
