fw_id,IQ_Sweep_test,build=20260523_05:36,ask=virtual_cd_rd,psk=fm_guard_psk
dds: wait si5351 refclk
ocxo:flash,load,1
cal:flash,load,1
si5351: ready addr=0x61 variant=promax port=hal_i2c plan=clk1=50000000Hz clk2=25000000Hz clk3=25000000Hz clk0=20480000Hz
dds: si5351 refclk ready
dds: init done hw=1 ch=0 dirty=0x00 err=0
moddetect: selftest ok, auto task
111.150,634,19,1
111.200,630,20,1
sweep:summary,1,1,0,110700000
sweep:cand,1,1,110700000,7037,11,0,0,6527
sweep:cdbg,1,1,5,15,9,12,10,2709,2
moddetect: sweep done center=110700000Hz
analyze:r0 center=110700000 low_if=5072 mode=AM mod=10000 depth=596
analyze:r1 iq99=19500 env_iq=253 env=10000/139592 freq=179500/5686 fsk=1500
analyze:r2 votes=0/4/0/0/0/0/0/0 reason=3
spec:5000,8837680,1.363,10,1
analyze:r3 am_depth=498 ask_depth=0 fm_dev=0 fsk_sep=1500 sym=0 pmask=0x0001 pconf=1000
spec:10000,2238120,-2.195,20,2
analyze:r3 am_depth=498 ask_depth=0 fm_dev=0 fsk_sep=1500 sym=0 pmask=0x0001 pconf=1000
spec:179500,2333571,-3.127,359,3
analyze:r3 am_depth=498 ask_depth=0 fm_dev=0 fsk_sep=1500 sym=0 pmask=0x0001 pconf=1000
spec:0,41,1.792,0,1
analyze:r3 am_depth=498 ask_depth=0 fm_dev=0 fsk_sep=1500 sym=0 pmask=0x0001 pconf=1000
spec:500,159019,1.221,1,1
analyze:r3 am_depth=498 ask_depth=0 fm_dev=0 fsk_sep=1500 sym=0 pmask=0x0001 pconf=1000
spec:1000,175529,1.239,2,1
analyze:r3 am_depth=498 ask_depth=0 fm_dev=0 fsk_sep=1500 sym=0 pmask=0x0001 pconf=1000
spec:1500,183363,1.356,3,1
analyze:r3 am_depth=498 ask_depth=0 fm_dev=0 fsk_sep=1500 sym=0 pmask=0x0001 pconf=1000
spec:2000,210915,1.443,4,1
analyze:r3 am_depth=498 ask_depth=0 fm_dev=0 fsk_sep=1500 sym=0 pmask=0x0001 pconf=1000
spec:2500,242054,1.378,5,1
analyze:r3 am_depth=498 ask_depth=0 fm_dev=0 fsk_sep=1500 sym=0 pmask=0x0001 pconf=1000
spec:3000,302551,1.251,6,1
analyze:r3 am_depth=498 ask_depth=0 fm_dev=0 fsk_sep=1500 sym=0 pmask=0x0001 pconf=1000
spec:3500,469489,1.341,7,1
analyze:r3 am_depth=498 ask_depth=0 fm_dev=0 fsk_sep=1500 sym=0 pmask=0x0001 pconf=1000
spec:4000,634131,1.347,8,1
analyze:r3 am_depth=498 ask_depth=0 fm_dev=0 fsk_sep=1500 sym=0 pmask=0x0001 pconf=1000
spec:4500,990603,1.465,9,1
analyze:r3 am_depth=498 ask_depth=0 fm_dev=0 fsk_sep=1500 sym=0 pmask=0x0001 pconf=1000
spec:5000,8837680,1.363,10,1
analyze:r3 am_depth=498 ask_depth=0 fm_dev=0 fsk_sep=1500 sym=0 pmask=0x0001 pconf=1000
spec:5500,1557236,-1.594,11,1
analyze:r3 am_depth=498 ask_depth=0 fm_dev=0 fsk_sep=1500 sym=0 pmask=0x0001 pconf=1000
spec:6000,574725,-1.795,12,1
spec:7000,370099,-1.626,14,1
analyze:r3 am_depth=498 ask_depth=0 fm_dev=0 fsk_sep=1500 sym=0 pmask=0x0001 pconf=1000
spec:7500,265962,-1.464,15,1
analyze:r3 am_depth=498 ask_depth=0 fm_dev=0 fsk_sep=1500 sym=0 pmask=0x0001 pconf=1000
spec:8000,222103,-1.499,16,1
spec:9000,177588,-1.520,18,1
analyze:r3 am_depth=498 ask_depth=0 fm_dev=0 fsk_sep=1500 sym=0 pmask=0x0001 pconf=1000
spec:9500,164276,-1.487,19,1
analyze:r3 am_depth=498 ask_depth=0 fm_dev=0 fsk_sep=1500 sym=0 pmask=0x0001 pconf=1000
spec:10000,79720,-1.383,20,1
spec:11000,125163,-1.442,22,1
analyze:r3 am_depth=498 ask_depth=0 fm_dev=0 fsk_sep=1500 sym=0 pmask=0x00
