case_id,scenario,profile,snr_db,mod_a,mod_b,freq_step_hz,has_change,triggered,valid_detection,false_alarm,miss,late_detection,latency_ms,trigger_score,trigger_reason
260,freq_mod_switch,board_like_normal,20.0,ASK,AM,50000.0,True,True,False,True,False,False,-8.0,2,6
261,mod_switch_same_freq,board_like_normal,20.0,ASK,FM,0.0,True,True,False,True,False,False,-8.0,2,6
262,freq_mod_switch,board_like_normal,20.0,ASK,FM,10000.0,True,True,False,True,False,False,-8.0,2,6
263,freq_mod_switch,board_like_normal,20.0,ASK,FM,-10000.0,True,True,False,True,False,False,-8.0,2,6
264,freq_mod_switch,board_like_normal,20.0,ASK,FM,20000.0,True,True,False,True,False,False,-8.0,2,6
265,freq_mod_switch,board_like_normal,20.0,ASK,FM,50000.0,True,True,False,True,False,False,-8.0,2,6
266,mod_switch_same_freq,board_like_normal,20.0,ASK,FSK,0.0,True,True,False,True,False,False,-8.0,2,6
267,freq_mod_switch,board_like_normal,20.0,ASK,FSK,10000.0,True,True,False,True,False,False,-8.0,2,6
268,freq_mod_switch,board_like_normal,20.0,ASK,FSK,-10000.0,True,True,False,True,False,False,-8.0,2,6
269,freq_mod_switch,board_like_normal,20.0,ASK,FSK,20000.0,True,True,False,True,False,False,-8.0,2,6
270,freq_mod_switch,board_like_normal,20.0,ASK,FSK,50000.0,True,True,False,True,False,False,-8.0,2,6
271,mod_switch_same_freq,board_like_normal,20.0,ASK,PSK,0.0,True,True,False,True,False,False,-8.0,2,6
272,freq_mod_switch,board_like_normal,20.0,ASK,PSK,10000.0,True,True,False,True,False,False,-8.0,2,6
273,freq_mod_switch,board_like_normal,20.0,ASK,PSK,-10000.0,True,True,False,True,False,False,-8.0,2,6
274,freq_mod_switch,board_like_normal,20.0,ASK,PSK,20000.0,True,True,False,True,False,False,-8.0,2,6
275,freq_mod_switch,board_like_normal,20.0,ASK,PSK,50000.0,True,True,False,True,False,False,-8.0,2,6
276,mod_switch_same_freq,board_like_normal,20.0,FSK,AM,0.0,True,True,True,False,False,False,4.0,2,12
277,freq_mod_switch,board_like_normal,20.0,FSK,AM,10000.0,True,True,True,False,False,False,4.0,3,28
278,freq_mod_switch,board_like_normal,20.0,FSK,AM,-10000.0,True,True,True,False,False,False,4.0,3,28
279,freq_mod_switch,board_like_normal,20.0,FSK,AM,20000.0,True,False,False,False,True,False,nan,0,0
280,freq_mod_switch,board_like_normal,20.0,FSK,AM,50000.0,True,True,True,False,False,False,4.0,3,28
281,mod_switch_same_freq,board_like_normal,20.0,FSK,FM,0.0,True,True,True,False,False,False,4.0,2,24
282,freq_mod_switch,board_like_normal,20.0,FSK,FM,10000.0,True,False,False,False,True,False,nan,0,0
283,freq_mod_switch,board_like_normal,20.0,FSK,FM,-10000.0,True,True,True,False,False,False,4.0,2,24
284,freq_mod_switch,board_like_normal,20.0,FSK,FM,20000.0,True,True,True,False,False,False,4.0,2,24
285,freq_mod_switch,board_like_normal,20.0,FSK,FM,50000.0,True,True,True,False,False,False,4.0,2,24
286,mod_switch_same_freq,board_like_normal,20.0,FSK,ASK,0.0,True,True,True,False,False,False,4.0,3,14
287,freq_mod_switch,board_like_normal,20.0,FSK,ASK,10000.0,True,True,True,False,False,False,4.0,3,14
288,freq_mod_switch,board_like_normal,20.0,FSK,ASK,-10000.0,True,True,True,False,False,False,4.0,3,14
289,freq_mod_switch,board_like_normal,20.0,FSK,ASK,20000.0,True,True,True,False,False,False,4.0,2,6
290,freq_mod_switch,board_like_normal,20.0,FSK,ASK,50000.0,True,True,True,False,False,False,4.0,3,14
291,mod_switch_same_freq,board_like_normal,20.0,FSK,PSK,0.0,True,True,True,False,False,False,8.0,2,24
292,freq_mod_switch,board_like_normal,20.0,FSK,PSK,10000.0,True,True,True,False,False,False,18.000000000000004,2,24
293,freq_mod_switch,board_like_normal,20.0,FSK,PSK,-10000.0,True,False,False,False,True,False,nan,0,0
294,freq_mod_switch,board_like_normal,20.0,FSK,PSK,20000.0,True,False,False,False,True,False,nan,0,0
295,freq_mod_switch,board_like_normal,20.0,FSK,PSK,50000.0,True,False,False,False,True,False,nan,0,0
296,mod_switch_same_freq,board_like_normal,20.0,PSK,AM,0.0,True,True,True,False,False,False,4.0,2,20
297,freq_mod_switch,board_like_normal,20.0,PSK,AM,10000.0,True,True,True,False,False,False,4.0,4,21
298,freq_mod_switch,board_like_normal,20.0,PSK,AM,-10000.0,True,True,True,False,False,False,4.0,4,21
299,freq_mod_switch,board_like_normal,20.0,PSK,AM,20000.0,True,True,True,False,False,False,4.0,4,21
300,freq_mod_switch,board_like_normal,20.0,PSK,AM,50000.0,True,True,True,False,False,False,4.0,4,21
301,mod_switch_same_freq,board_like_normal,20.0,PSK,FM,0.0,True,True,True,False,False,False,4.0,2,24
302,freq_mod_switch,board_like_normal,20.0,PSK,FM,10000.0,True,True,True,False,False,False,4.0,3,9
303,freq_mod_switch,board_like_normal,20.0,PSK,FM,-10000.0,True,True,True,False,False,False,4.0,3,9
304,freq_mod_switch,board_like_normal,20.0,PSK,FM,20000.0,True,True,True,False,False,False,4.0,4,25
305,freq_mod_switch,board_like_normal,20.0,PSK,FM,50000.0,True,True,True,False,False,False,4.0,3,9
306,mod_switch_same_freq,board_like_normal,20.0,PSK,ASK,0.0,True,True,True,False,False,False,4.0,2,6
307,freq_mod_switch,board_like_normal,20.0,PSK,ASK,10000.0,True,True,True,False,False,False,4.0,5,23
308,freq_mod_switch,board_like_normal,20.0,PSK,ASK,-10000.0,True,True,True,False,False,False,4.0,5,23
309,freq_mod_switch,board_like_normal,20.0,PSK,ASK,20000.0,True,True,True,False,False,False,4.0,4,7
310,freq_mod_switch,board_like_normal,20.0,PSK,ASK,50000.0,True,True,True,False,False,False,4.0,5,23
311,mod_switch_same_freq,board_like_normal,20.0,PSK,FSK,0.0,True,True,True,False,False,False,5.999999999999998,3,9
312,freq_mod_switch,board_like_normal,20.0,PSK,FSK,10000.0,True,True,True,False,False,False,4.0,4,25
313,freq_mod_switch,board_like_normal,20.0,PSK,FSK,-10000.0,True,True,True,False,False,False,4.0,3,17
314,freq_mod_switch,board_like_normal,20.0,PSK,FSK,20000.0,True,True,True,False,False,False,4.0,3,17
315,freq_mod_switch,board_like_normal,20.0,PSK,FSK,50000.0,True,True,True,False,False,False,4.0,3,17
316,no_change,board_like_normal,10.0,AM,AM,0.0,False,False,False,False,False,False,nan,0,0
317,no_change,board_like_normal,10.0,FM,FM,0.0,False,False,False,False,False,False,nan,0,0
318,no_change,board_like_normal,10.0,ASK,ASK,0.0,False,True,False,True,False,False,-8.0,2,6
319,no_change,board_like_normal,10.0,FSK,FSK,0.0,False,False,False,False,False,False,nan,0,0
320,no_change,board_like_normal,10.0,PSK,PSK,0.0,False,False,False,False,False,False,nan,0,0
321,mod_switch_same_freq,board_like_normal,10.0,AM,FM,0.0,True,True,True,False,False,False,4.0,3,28
322,freq_mod_switch,board_like_normal,10.0,AM,FM,10000.0,True,True,True,False,False,False,4.0,5,29
323,freq_mod_switch,board_like_normal,10.0,AM,FM,-10000.0,True,True,True,False,False,False,4.0,5,29
324,freq_mod_switch,board_like_normal,10.0,AM,FM,20000.0,True,True,True,False,False,False,4.0,5,29
325,freq_mod_switch,board_like_normal,10.0,AM,FM,50000.0,True,True,True,False,False,False,4.0,5,29
326,mod_switch_same_freq,board_like_normal,10.0,AM,ASK,0.0,True,True,True,False,False,False,4.0,2,6
327,freq_mod_switch,board_like_normal,10.0,AM,ASK,10000.0,True,True,True,False,False,False,4.0,4,7
328,freq_mod_switch,board_like_normal,10.0,AM,ASK,-10000.0,True,True,True,False,False,False,4.0,4,7
329,freq_mod_switch,board_like_normal,10.0,AM,ASK,20000.0,True,True,True,False,False,False,4.0,4,7
330,freq_mod_switch,board_like_normal,10.0,AM,ASK,50000.0,True,True,True,False,False,False,4.0,4,7
331,mod_switch_same_freq,board_like_normal,10.0,AM,FSK,0.0,True,True,True,False,False,False,4.0,3,5
332,freq_mod_switch,board_like_normal,10.0,AM,FSK,10000.0,True,True,True,False,False,False,4.0,4,13
333,freq_mod_switch,board_like_normal,10.0,AM,FSK,-10000.0,True,True,True,False,False,False,4.0,3,5
334,freq_mod_switch,board_like_normal,10.0,AM,FSK,20000.0,True,True,True,False,False,False,4.0,3,5
335,freq_mod_switch,board_like_normal,10.0,AM,FSK,50000.0,True,True,True,False,False,False,4.0,3,5
336,mod_switch_same_freq,board_like_normal,10.0,AM,PSK,0.0,True,True,True,False,False,False,4.0,2,20
337,freq_mod_switch,board_like_normal,10.0,AM,PSK,10000.0,True,True,True,False,False,False,4.0,3,5
338,freq_mod_switch,board_like_normal,10.0,AM,PSK,-10000.0,True,True,True,False,False,False,4.0,3,5
339,freq_mod_switch,board_like_normal,10.0,AM,PSK,20000.0,True,True,True,False,False,False,4.0,4,21
340,freq_mod_switch,board_like_normal,10.0,AM,PSK,50000.0,True,True,True,False,False,False,4.0,3,5
341,mod_switch_same_freq,board_like_normal,10.0,FM,AM,0.0,True,True,True,False,False,False,4.0,3,28
342,freq_mod_switch,board_like_normal,10.0,FM,AM,10000.0,True,True,True,False,False,False,4.0,3,28
343,freq_mod_switch,board_like_normal,10.0,FM,AM,-10000.0,True,True,True,False,False,False,4.0,3,28
344,freq_mod_switch,board_like_normal,10.0,FM,AM,20000.0,True,True,True,False,False,False,4.0,3,28
345,freq_mod_switch,board_like_normal,10.0,FM,AM,50000.0,True,True,True,False,False,False,4.0,3,28
346,mod_switch_same_freq,board_like_normal,10.0,FM,ASK,0.0,True,True,True,False,False,False,4.0,4,30
347,freq_mod_switch,board_like_normal,10.0,FM,ASK,10000.0,True,True,True,False,False,False,4.0,4,30
348,freq_mod_switch,board_like_normal,10.0,FM,ASK,-10000.0,True,True,True,False,False,False,4.0,4,30
349,freq_mod_switch,board_like_normal,10.0,FM,ASK,20000.0,True,True,True,False,False,False,4.0,4,30
350,freq_mod_switch,board_like_normal,10.0,FM,ASK,50000.0,True,True,True,False,False,False,4.0,4,30
351,mod_switch_same_freq,board_like_normal,10.0,FM,FSK,0.0,True,True,True,False,False,False,4.0,2,24
352,freq_mod_switch,board_like_normal,10.0,FM,FSK,10000.0,True,True,True,False,False,False,4.0,2,24
353,freq_mod_switch,board_like_normal,10.0,FM,FSK,-10000.0,True,True,True,False,False,False,5.999999999999998,2,24
354,freq_mod_switch,board_like_normal,10.0,FM,FSK,20000.0,True,True,True,False,False,False,5.999999999999998,2,24
355,freq_mod_switch,board_like_normal,10.0,FM,FSK,50000.0,True,True,True,False,False,False,4.0,2,24
356,mod_switch_same_freq,board_like_normal,10.0,FM,PSK,0.0,True,False,False,False,True,False,nan,0,0
357,freq_mod_switch,board_like_normal,10.0,FM,PSK,10000.0,True,True,False,False,True,True,26.000000000000004,2,24
358,freq_mod_switch,board_like_normal,10.0,FM,PSK,-10000.0,True,True,False,False,True,True,26.000000000000004,2,24
359,freq_mod_switch,board_like_normal,10.0,FM,PSK,20000.0,True,False,False,False,True,False,nan,0,0
360,freq_mod_switch,board_like_normal,10.0,FM,PSK,50000.0,True,True,False,False,True,True,26.000000000000004,2,24
361,mod_switch_same_freq,board_like_normal,10.0,ASK,AM,0.0,True,True,True,False,False,False,18.000000000000004,2,6
362,freq_mod_switch,board_like_normal,10.0,ASK,AM,10000.0,True,True,True,False,False,False,4.0,5,23
363,freq_mod_switch,board_like_normal,10.0,ASK,AM,-10000.0,True,True,True,False,False,False,4.0,5,23
364,freq_mod_switch,board_like_normal,10.0,ASK,AM,20000.0,True,True,False,True,False,False,-8.0,2,6
365,freq_mod_switch,board_like_normal,10.0,ASK,AM,50000.0,True,True,True,False,False,False,4.0,5,23
366,mod_switch_same_freq,board_like_normal,10.0,ASK,FM,0.0,True,True,True,False,False,False,4.0,4,30
367,freq_mod_switch,board_like_normal,10.0,ASK,FM,10000.0,True,True,True,False,False,False,4.0,6,31
368,freq_mod_switch,board_like_normal,10.0,ASK,FM,-10000.0,True,True,True,False,False,False,4.0,6,31
369,freq_mod_switch,board_like_normal,10.0,ASK,FM,20000.0,True,True,False,True,False,False,-8.0,2,6
370,freq_mod_switch,board_like_normal,10.0,ASK,FM,50000.0,True,True,False,True,False,False,-8.0,2,6
371,mod_switch_same_freq,board_like_normal,10.0,ASK,FSK,0.0,True,True,True,False,False,False,4.0,4,7
372,freq_mod_switch,board_like_normal,10.0,ASK,FSK,10000.0,True,True,False,True,False,False,-8.0,2,6
373,freq_mod_switch,board_like_normal,10.0,ASK,FSK,-10000.0,True,True,False,True,False,False,-8.0,2,6
374,freq_mod_switch,board_like_normal,10.0,ASK,FSK,20000.0,True,True,True,False,False,False,4.0,4,7
375,freq_mod_switch,board_like_normal,10.0,ASK,FSK,50000.0,True,True,True,False,False,False,4.0,4,7
376,mod_switch_same_freq,board_like_normal,10.0,ASK,PSK,0.0,True,True,True,False,False,False,4.0,2,6
377,freq_mod_switch,board_like_normal,10.0,ASK,PSK,10000.0,True,True,True,False,False,False,4.0,4,7
378,freq_mod_switch,board_like_normal,10.0,ASK,PSK,-10000.0,True,True,True,False,False,False,4.0,4,7
379,freq_mod_switch,board_like_normal,10.0,ASK,PSK,20000.0,True,True,True,False,False,False,4.0,5,23
380,freq_mod_switch,board_like_normal,10.0,ASK,PSK,50000.0,True,True,False,True,False,False,-8.0,2,6
381,mod_switch_same_freq,board_like_normal,10.0,FSK,AM,0.0,True,True,True,False,False,False,4.0,2,12
382,freq_mod_switch,board_like_normal,10.0,FSK,AM,10000.0,True,True,True,False,False,False,4.0,2,24
383,freq_mod_switch,board_like_normal,10.0,FSK,AM,-10000.0,True,True,True,False,False,False,4.0,3,28
384,freq_mod_switch,board_like_normal,10.0,FSK,AM,20000.0,True,False,False,False,True,False,nan,0,0
385,freq_mod_switch,board_like_normal,10.0,FSK,AM,50000.0,True,True,True,False,False,False,4.0,3,28
386,mod_switch_same_freq,board_like_normal,10.0,FSK,FM,0.0,True,True,True,False,False,False,8.0,2,24
387,freq_mod_switch,board_like_normal,10.0,FSK,FM,10000.0,True,True,False,False,True,True,27.999999999999996,2,24
388,freq_mod_switch,board_like_normal,10.0,FSK,FM,-10000.0,True,True,True,False,False,False,4.0,2,24
389,freq_mod_switch,board_like_normal,10.0,FSK,FM,20000.0,True,True,True,False,False,False,4.0,2,24
390,freq_mod_switch,board_like_normal,10.0,FSK,FM,50000.0,True,True,True,False,False,False,4.0,2,24
391,mod_switch_same_freq,board_like_normal,10.0,FSK,ASK,0.0,True,True,True,False,False,False,4.0,2,6
392,freq_mod_switch,board_like_normal,10.0,FSK,ASK,10000.0,True,True,True,False,False,False,4.0,3,14
393,freq_mod_switch,board_like_normal,10.0,FSK,ASK,-10000.0,True,True,True,False,False,False,4.0,2,6
394,freq_mod_switch,board_like_normal,10.0,FSK,ASK,20000.0,True,True,True,False,False,False,4.0,2,6
395,freq_mod_switch,board_like_normal,10.0,FSK,ASK,50000.0,True,True,True,False,False,False,4.0,2,6
396,mod_switch_same_freq,board_like_normal,10.0,FSK,PSK,0.0,True,True,True,False,False,False,8.0,2,24
397,freq_mod_switch,board_like_normal,10.0,FSK,PSK,10000.0,True,True,True,False,False,False,18.000000000000004,2,24
398,freq_mod_switch,board_like_normal,10.0,FSK,PSK,-10000.0,True,False,False,False,True,False,nan,0,0
399,freq_mod_switch,board_like_normal,10.0,FSK,PSK,20000.0,True,False,False,False,True,False,nan,0,0
400,freq_mod_switch,board_like_normal,10.0,FSK,PSK,50000.0,True,False,False,False,True,False,nan,0,0
401,mod_switch_same_freq,board_like_normal,10.0,PSK,AM,0.0,True,True,True,False,False,False,4.0,2,20
402,freq_mod_switch,board_like_normal,10.0,PSK,AM,10000.0,True,True,True,False,False,False,4.0,4,21
403,freq_mod_switch,board_like_normal,10.0,PSK,AM,-10000.0,True,True,True,False,False,False,4.0,4,21
404,freq_mod_switch,board_like_normal,10.0,PSK,AM,20000.0,True,True,True,False,False,False,4.0,4,21
405,freq_mod_switch,board_like_normal,10.0,PSK,AM,50000.0,True,True,True,False,False,False,4.0,4,21
406,mod_switch_same_freq,board_like_normal,10.0,PSK,FM,0.0,True,True,True,False,False,False,4.0,2,24
407,freq_mod_switch,board_like_normal,10.0,PSK,FM,10000.0,True,True,True,False,False,False,4.0,4,25
408,freq_mod_switch,board_like_normal,10.0,PSK,FM,-10000.0,True,True,True,False,False,False,4.0,3,9
409,freq_mod_switch,board_like_normal,10.0,PSK,FM,20000.0,True,True,True,False,False,False,4.0,3,9
410,freq_mod_switch,board_like_normal,10.0,PSK,FM,50000.0,True,True,True,False,False,False,4.0,3,9
411,mod_switch_same_freq,board_like_normal,10.0,PSK,ASK,0.0,True,True,True,False,False,False,4.0,2,6
412,freq_mod_switch,board_like_normal,10.0,PSK,ASK,10000.0,True,True,True,False,False,False,4.0,4,7
413,freq_mod_switch,board_like_normal,10.0,PSK,ASK,-10000.0,True,True,True,False,False,False,4.0,5,23
414,freq_mod_switch,board_like_normal,10.0,PSK,ASK,20000.0,True,True,True,False,False,False,4.0,4,7
415,freq_mod_switch,board_like_normal,10.0,PSK,ASK,50000.0,True,True,True,False,False,False,4.0,4,7
416,mod_switch_same_freq,board_like_normal,10.0,PSK,FSK,0.0,True,True,True,False,False,False,5.999999999999998,4,25
417,freq_mod_switch,board_like_normal,10.0,PSK,FSK,10000.0,True,True,True,False,False,False,4.0,4,25
418,freq_mod_switch,board_like_normal,10.0,PSK,FSK,-10000.0,True,True,True,False,False,False,4.0,3,17
419,freq_mod_switch,board_like_normal,10.0,PSK,FSK,20000.0,True,True,True,False,False,False,4.0,3,17
420,freq_mod_switch,board_like_normal,10.0,PSK,FSK,50000.0,True,True,True,False,False,False,4.0,3,17
421,no_change,board_like_hard,20.0,AM,AM,0.0,False,False,False,False,False,False,nan,0,0
422,no_change,board_like_hard,20.0,FM,FM,0.0,False,False,False,False,False,False,nan,0,0
423,no_change,board_like_hard,20.0,ASK,ASK,0.0,False,True,False,True,False,False,-8.0,2,6
424,no_change,board_like_hard,20.0,FSK,FSK,0.0,False,False,False,False,False,False,nan,0,0
425,no_change,board_like_hard,20.0,PSK,PSK,0.0,False,False,False,False,False,False,nan,0,0
426,mod_switch_same_freq,board_like_hard,20.0,AM,FM,0.0,True,True,True,False,False,False,4.0,3,28
427,freq_mod_switch,board_like_hard,20.0,AM,FM,10000.0,True,True,True,False,False,False,4.0,5,29
428,freq_mod_switch,board_like_hard,20.0,AM,FM,-10000.0,True,True,True,False,False,False,4.0,5,29
429,freq_mod_switch,board_like_hard,20.0,AM,FM,20000.0,True,True,True,False,False,False,4.0,5,29
430,freq_mod_switch,board_like_hard,20.0,AM,FM,50000.0,True,True,True,False,False,False,4.0,5,29
431,mod_switch_same_freq,board_like_hard,20.0,AM,ASK,0.0,True,True,True,False,False,False,4.0,2,6
432,freq_mod_switch,board_like_hard,20.0,AM,ASK,10000.0,True,True,True,False,False,False,4.0,4,7
433,freq_mod_switch,board_like_hard,20.0,AM,ASK,-10000.0,True,True,True,False,False,False,4.0,4,7
434,freq_mod_switch,board_like_hard,20.0,AM,ASK,20000.0,True,True,True,False,False,False,4.0,5,23
435,freq_mod_switch,board_like_hard,20.0,AM,ASK,50000.0,True,True,True,False,False,False,4.0,4,7
436,mod_switch_same_freq,board_like_hard,20.0,AM,FSK,0.0,True,True,True,False,False,False,4.0,3,5
437,freq_mod_switch,board_like_hard,20.0,AM,FSK,10000.0,True,True,True,False,False,False,4.0,4,21
438,freq_mod_switch,board_like_hard,20.0,AM,FSK,-10000.0,True,True,True,False,False,False,4.0,5,29
439,freq_mod_switch,board_like_hard,20.0,AM,FSK,20000.0,True,True,True,False,False,False,4.0,4,13
440,freq_mod_switch,board_like_hard,20.0,AM,FSK,50000.0,True,True,True,False,False,False,4.0,4,21
441,mod_switch_same_freq,board_like_hard,20.0,AM,PSK,0.0,True,True,True,False,False,False,4.0,2,20
442,freq_mod_switch,board_like_hard,20.0,AM,PSK,10000.0,True,True,True,False,False,False,4.0,4,21
443,freq_mod_switch,board_like_hard,20.0,AM,PSK,-10000.0,True,True,True,False,False,False,4.0,4,21
444,freq_mod_switch,board_like_hard,20.0,AM,PSK,20000.0,True,True,True,False,False,False,4.0,4,21
445,freq_mod_switch,board_like_hard,20.0,AM,PSK,50000.0,True,True,True,False,False,False,4.0,4,21
446,mod_switch_same_freq,board_like_hard,20.0,FM,AM,0.0,True,True,True,False,False,False,4.0,3,28
447,freq_mod_switch,board_like_hard,20.0,FM,AM,10000.0,True,True,True,False,False,False,4.0,3,28
448,freq_mod_switch,board_like_hard,20.0,FM,AM,-10000.0,True,True,True,False,False,False,4.0,3,28
449,freq_mod_switch,board_like_hard,20.0,FM,AM,20000.0,True,True,True,False,False,False,4.0,3,28
450,freq_mod_switch,board_like_hard,20.0,FM,AM,50000.0,True,True,True,False,False,False,4.0,3,28
451,mod_switch_same_freq,board_like_hard,20.0,FM,ASK,0.0,True,True,True,False,False,False,4.0,4,30
452,freq_mod_switch,board_like_hard,20.0,FM,ASK,10000.0,True,True,True,False,False,False,4.0,4,30
453,freq_mod_switch,board_like_hard,20.0,FM,ASK,-10000.0,True,True,True,False,False,False,4.0,4,30
454,freq_mod_switch,board_like_hard,20.0,FM,ASK,20000.0,True,True,True,False,False,False,4.0,4,30
455,freq_mod_switch,board_like_hard,20.0,FM,ASK,50000.0,True,True,True,False,False,False,4.0,4,30
456,mod_switch_same_freq,board_like_hard,20.0,FM,FSK,0.0,True,True,True,False,False,False,4.0,2,24
457,freq_mod_switch,board_like_hard,20.0,FM,FSK,10000.0,True,True,True,False,False,False,4.0,2,24
458,freq_mod_switch,board_like_hard,20.0,FM,FSK,-10000.0,True,True,True,False,False,False,4.0,2,24
459,freq_mod_switch,board_like_hard,20.0,FM,FSK,20000.0,True,True,True,False,False,False,4.0,2,24
460,freq_mod_switch,board_like_hard,20.0,FM,FSK,50000.0,True,True,True,False,False,False,5.999999999999998,2,24
461,mod_switch_same_freq,board_like_hard,20.0,FM,PSK,0.0,True,True,True,False,False,False,5.999999999999998,2,24
462,freq_mod_switch,board_like_hard,20.0,FM,PSK,10000.0,True,False,False,False,True,False,nan,0,0
463,freq_mod_switch,board_like_hard,20.0,FM,PSK,-10000.0,True,True,False,False,True,True,26.000000000000004,2,24
464,freq_mod_switch,board_like_hard,20.0,FM,PSK,20000.0,True,False,False,False,True,False,nan,0,0
465,freq_mod_switch,board_like_hard,20.0,FM,PSK,50000.0,True,True,True,False,False,False,5.999999999999998,2,24
466,mod_switch_same_freq,board_like_hard,20.0,ASK,AM,0.0,True,True,False,True,False,False,-8.0,2,6
467,freq_mod_switch,board_like_hard,20.0,ASK,AM,10000.0,True,True,False,True,False,False,-8.0,2,6
468,freq_mod_switch,board_like_hard,20.0,ASK,AM,-10000.0,True,True,False,True,False,False,-8.0,2,6
469,freq_mod_switch,board_like_hard,20.0,ASK,AM,20000.0,True,True,False,True,False,False,-8.0,2,6
470,freq_mod_switch,board_like_hard,20.0,ASK,AM,50000.0,True,True,False,True,False,False,-8.0,2,6
471,mod_switch_same_freq,board_like_hard,20.0,ASK,FM,0.0,True,True,False,True,False,False,-8.0,2,6
472,freq_mod_switch,board_like_hard,20.0,ASK,FM,10000.0,True,True,False,True,False,False,-8.0,2,6
473,freq_mod_switch,board_like_hard,20.0,ASK,FM,-10000.0,True,True,False,True,False,False,-8.0,2,6
474,freq_mod_switch,board_like_hard,20.0,ASK,FM,20000.0,True,True,False,True,False,False,-8.0,2,6
475,freq_mod_switch,board_like_hard,20.0,ASK,FM,50000.0,True,True,True,False,False,False,4.0,6,31
476,mod_switch_same_freq,board_like_hard,20.0,ASK,FSK,0.0,True,True,False,True,False,False,-8.0,2,6
477,freq_mod_switch,board_like_hard,20.0,ASK,FSK,10000.0,True,True,False,True,False,False,-8.0,2,6
478,freq_mod_switch,board_like_hard,20.0,ASK,FSK,-10000.0,True,True,False,True,False,False,-8.0,2,6
479,freq_mod_switch,board_like_hard,20.0,ASK,FSK,20000.0,True,True,False,True,False,False,-8.0,2,6
480,freq_mod_switch,board_like_hard,20.0,ASK,FSK,50000.0,True,True,False,True,False,False,-8.0,2,6
481,mod_switch_same_freq,board_like_hard,20.0,ASK,PSK,0.0,True,True,False,True,False,False,-8.0,2,6
482,freq_mod_switch,board_like_hard,20.0,ASK,PSK,10000.0,True,True,False,True,False,False,-8.0,2,6
483,freq_mod_switch,board_like_hard,20.0,ASK,PSK,-10000.0,True,True,False,True,False,False,-8.0,2,6
484,freq_mod_switch,board_like_hard,20.0,ASK,PSK,20000.0,True,True,False,True,False,False,-8.0,2,6
485,freq_mod_switch,board_like_hard,20.0,ASK,PSK,50000.0,True,True,False,True,False,False,-8.0,2,6
486,mod_switch_same_freq,board_like_hard,20.0,FSK,AM,0.0,True,True,True,False,False,False,4.0,3,28
487,freq_mod_switch,board_like_hard,20.0,FSK,AM,10000.0,True,True,True,False,False,False,4.0,3,28
488,freq_mod_switch,board_like_hard,20.0,FSK,AM,-10000.0,True,True,True,False,False,False,4.0,3,28
489,freq_mod_switch,board_like_hard,20.0,FSK,AM,20000.0,True,True,True,False,False,False,4.0,2,12
490,freq_mod_switch,board_like_hard,20.0,FSK,AM,50000.0,True,True,True,False,False,False,4.0,3,28
491,mod_switch_same_freq,board_like_hard,20.0,FSK,FM,0.0,True,True,True,False,False,False,4.0,2,24
492,freq_mod_switch,board_like_hard,20.0,FSK,FM,10000.0,True,True,True,False,False,False,4.0,2,24
493,freq_mod_switch,board_like_hard,20.0,FSK,FM,-10000.0,True,True,True,False,False,False,4.0,2,24
494,freq_mod_switch,board_like_hard,20.0,FSK,FM,20000.0,True,True,True,False,False,False,4.0,2,24
495,freq_mod_switch,board_like_hard,20.0,FSK,FM,50000.0,True,True,True,False,False,False,4.0,2,24
496,mod_switch_same_freq,board_like_hard,20.0,FSK,ASK,0.0,True,True,True,False,False,False,4.0,2,6
497,freq_mod_switch,board_like_hard,20.0,FSK,ASK,10000.0,True,True,True,False,False,False,4.0,3,14
498,freq_mod_switch,board_like_hard,20.0,FSK,ASK,-10000.0,True,True,True,False,False,False,4.0,3,14
499,freq_mod_switch,board_like_hard,20.0,FSK,ASK,20000.0,True,True,True,False,False,False,4.0,3,14
500,freq_mod_switch,board_like_hard,20.0,FSK,ASK,50000.0,True,True,True,False,False,False,4.0,2,6
501,mod_switch_same_freq,board_like_hard,20.0,FSK,PSK,0.0,True,False,False,False,True,False,nan,0,0
502,freq_mod_switch,board_like_hard,20.0,FSK,PSK,10000.0,True,True,True,False,False,False,18.000000000000004,2,24
503,freq_mod_switch,board_like_hard,20.0,FSK,PSK,-10000.0,True,True,True,False,False,False,18.000000000000004,2,24
504,freq_mod_switch,board_like_hard,20.0,FSK,PSK,20000.0,True,False,False,False,True,False,nan,0,0
505,freq_mod_switch,board_like_hard,20.0,FSK,PSK,50000.0,True,False,False,False,True,False,nan,0,0
506,mod_switch_same_freq,board_like_hard,20.0,PSK,AM,0.0,True,True,True,False,False,False,4.0,2,20
507,freq_mod_switch,board_like_hard,20.0,PSK,AM,10000.0,True,True,True,False,False,False,4.0,4,21
508,freq_mod_switch,board_like_hard,20.0,PSK,AM,-10000.0,True,True,True,False,False,False,4.0,4,21
509,freq_mod_switch,board_like_hard,20.0,PSK,AM,20000.0,True,True,True,False,False,False,4.0,4,21
510,freq_mod_switch,board_like_hard,20.0,PSK,AM,50000.0,True,True,True,False,False,False,4.0,4,21
511,mod_switch_same_freq,board_like_hard,20.0,PSK,FM,0.0,True,True,True,False,False,False,4.0,2,24
512,freq_mod_switch,board_like_hard,20.0,PSK,FM,10000.0,True,True,True,False,False,False,4.0,4,25
513,freq_mod_switch,board_like_hard,20.0,PSK,FM,-10000.0,True,True,True,False,False,False,4.0,4,25
