case_id,scenario,profile,snr_db,mod_a,mod_b,freq_step_hz,has_change,triggered,valid_detection,false_alarm,miss,late_detection,latency_ms,trigger_score,trigger_reason
514,freq_mod_switch,board_like_hard,20.0,PSK,FM,20000.0,True,True,True,False,False,False,4.0,4,25
515,freq_mod_switch,board_like_hard,20.0,PSK,FM,50000.0,True,True,True,False,False,False,4.0,4,25
516,mod_switch_same_freq,board_like_hard,20.0,PSK,ASK,0.0,True,True,True,False,False,False,4.0,2,6
517,freq_mod_switch,board_like_hard,20.0,PSK,ASK,10000.0,True,True,True,False,False,False,4.0,4,7
518,freq_mod_switch,board_like_hard,20.0,PSK,ASK,-10000.0,True,True,True,False,False,False,4.0,4,7
519,freq_mod_switch,board_like_hard,20.0,PSK,ASK,20000.0,True,True,True,False,False,False,4.0,4,7
520,freq_mod_switch,board_like_hard,20.0,PSK,ASK,50000.0,True,True,True,False,False,False,4.0,4,7
521,mod_switch_same_freq,board_like_hard,20.0,PSK,FSK,0.0,True,True,True,False,False,False,5.999999999999998,2,1
522,freq_mod_switch,board_like_hard,20.0,PSK,FSK,10000.0,True,True,True,False,False,False,4.0,2,1
523,freq_mod_switch,board_like_hard,20.0,PSK,FSK,-10000.0,True,True,True,False,False,False,4.0,3,9
524,freq_mod_switch,board_like_hard,20.0,PSK,FSK,20000.0,True,True,True,False,False,False,4.0,2,1
525,freq_mod_switch,board_like_hard,20.0,PSK,FSK,50000.0,True,True,True,False,False,False,4.0,2,1
526,no_change,board_like_hard,10.0,AM,AM,0.0,False,False,False,False,False,False,nan,0,0
527,no_change,board_like_hard,10.0,FM,FM,0.0,False,False,False,False,False,False,nan,0,0
528,no_change,board_like_hard,10.0,ASK,ASK,0.0,False,True,False,True,False,False,-8.0,2,6
529,no_change,board_like_hard,10.0,FSK,FSK,0.0,False,False,False,False,False,False,nan,0,0
530,no_change,board_like_hard,10.0,PSK,PSK,0.0,False,False,False,False,False,False,nan,0,0
531,mod_switch_same_freq,board_like_hard,10.0,AM,FM,0.0,True,True,True,False,False,False,4.0,3,28
532,freq_mod_switch,board_like_hard,10.0,AM,FM,10000.0,True,True,True,False,False,False,4.0,5,29
533,freq_mod_switch,board_like_hard,10.0,AM,FM,-10000.0,True,True,True,False,False,False,4.0,5,29
534,freq_mod_switch,board_like_hard,10.0,AM,FM,20000.0,True,True,True,False,False,False,4.0,5,29
535,freq_mod_switch,board_like_hard,10.0,AM,FM,50000.0,True,True,True,False,False,False,4.0,5,29
536,mod_switch_same_freq,board_like_hard,10.0,AM,ASK,0.0,True,True,True,False,False,False,4.0,3,22
537,freq_mod_switch,board_like_hard,10.0,AM,ASK,10000.0,True,True,True,False,False,False,4.0,5,23
538,freq_mod_switch,board_like_hard,10.0,AM,ASK,-10000.0,True,True,True,False,False,False,4.0,5,23
539,freq_mod_switch,board_like_hard,10.0,AM,ASK,20000.0,True,True,True,False,False,False,4.0,5,23
540,freq_mod_switch,board_like_hard,10.0,AM,ASK,50000.0,True,True,True,False,False,False,4.0,4,7
541,mod_switch_same_freq,board_like_hard,10.0,AM,FSK,0.0,True,True,True,False,False,False,4.0,3,5
542,freq_mod_switch,board_like_hard,10.0,AM,FSK,10000.0,True,True,True,False,False,False,4.0,4,21
543,freq_mod_switch,board_like_hard,10.0,AM,FSK,-10000.0,True,True,True,False,False,False,4.0,5,29
544,freq_mod_switch,board_like_hard,10.0,AM,FSK,20000.0,True,True,True,False,False,False,4.0,4,13
545,freq_mod_switch,board_like_hard,10.0,AM,FSK,50000.0,True,True,True,False,False,False,4.0,4,21
546,mod_switch_same_freq,board_like_hard,10.0,AM,PSK,0.0,True,True,True,False,False,False,4.0,2,20
547,freq_mod_switch,board_like_hard,10.0,AM,PSK,10000.0,True,True,True,False,False,False,4.0,4,21
548,freq_mod_switch,board_like_hard,10.0,AM,PSK,-10000.0,True,True,True,False,False,False,4.0,4,21
549,freq_mod_switch,board_like_hard,10.0,AM,PSK,20000.0,True,True,True,False,False,False,4.0,4,21
550,freq_mod_switch,board_like_hard,10.0,AM,PSK,50000.0,True,True,True,False,False,False,4.0,4,21
551,mod_switch_same_freq,board_like_hard,10.0,FM,AM,0.0,True,True,True,False,False,False,4.0,3,28
552,freq_mod_switch,board_like_hard,10.0,FM,AM,10000.0,True,True,True,False,False,False,4.0,3,28
553,freq_mod_switch,board_like_hard,10.0,FM,AM,-10000.0,True,True,True,False,False,False,4.0,3,28
554,freq_mod_switch,board_like_hard,10.0,FM,AM,20000.0,True,True,True,False,False,False,4.0,3,28
555,freq_mod_switch,board_like_hard,10.0,FM,AM,50000.0,True,True,True,False,False,False,4.0,3,28
556,mod_switch_same_freq,board_like_hard,10.0,FM,ASK,0.0,True,True,True,False,False,False,4.0,4,30
557,freq_mod_switch,board_like_hard,10.0,FM,ASK,10000.0,True,True,True,False,False,False,4.0,4,30
558,freq_mod_switch,board_like_hard,10.0,FM,ASK,-10000.0,True,True,True,False,False,False,4.0,4,30
559,freq_mod_switch,board_like_hard,10.0,FM,ASK,20000.0,True,True,True,False,False,False,4.0,4,30
560,freq_mod_switch,board_like_hard,10.0,FM,ASK,50000.0,True,True,True,False,False,False,4.0,4,30
561,mod_switch_same_freq,board_like_hard,10.0,FM,FSK,0.0,True,True,True,False,False,False,5.999999999999998,2,24
562,freq_mod_switch,board_like_hard,10.0,FM,FSK,10000.0,True,True,True,False,False,False,4.0,2,24
563,freq_mod_switch,board_like_hard,10.0,FM,FSK,-10000.0,True,True,True,False,False,False,8.0,2,24
564,freq_mod_switch,board_like_hard,10.0,FM,FSK,20000.0,True,True,True,False,False,False,4.0,2,24
565,freq_mod_switch,board_like_hard,10.0,FM,FSK,50000.0,True,True,True,False,False,False,5.999999999999998,2,24
566,mod_switch_same_freq,board_like_hard,10.0,FM,PSK,0.0,True,True,False,False,True,True,26.000000000000004,2,24
567,freq_mod_switch,board_like_hard,10.0,FM,PSK,10000.0,True,True,False,False,True,True,26.000000000000004,2,24
568,freq_mod_switch,board_like_hard,10.0,FM,PSK,-10000.0,True,True,True,False,False,False,5.999999999999998,2,24
569,freq_mod_switch,board_like_hard,10.0,FM,PSK,20000.0,True,False,False,False,True,False,nan,0,0
570,freq_mod_switch,board_like_hard,10.0,FM,PSK,50000.0,True,False,False,False,True,False,nan,0,0
571,mod_switch_same_freq,board_like_hard,10.0,ASK,AM,0.0,True,True,True,False,False,False,10.000000000000002,2,6
572,freq_mod_switch,board_like_hard,10.0,ASK,AM,10000.0,True,True,True,False,False,False,4.0,4,7
573,freq_mod_switch,board_like_hard,10.0,ASK,AM,-10000.0,True,True,False,True,False,False,-8.0,2,6
574,freq_mod_switch,board_like_hard,10.0,ASK,AM,20000.0,True,True,True,False,False,False,4.0,4,7
575,freq_mod_switch,board_like_hard,10.0,ASK,AM,50000.0,True,True,False,True,False,False,-8.0,2,6
576,mod_switch_same_freq,board_like_hard,10.0,ASK,FM,0.0,True,True,True,False,False,False,4.0,4,30
577,freq_mod_switch,board_like_hard,10.0,ASK,FM,10000.0,True,True,True,False,False,False,4.0,6,31
578,freq_mod_switch,board_like_hard,10.0,ASK,FM,-10000.0,True,True,True,False,False,False,4.0,6,31
579,freq_mod_switch,board_like_hard,10.0,ASK,FM,20000.0,True,True,False,True,False,False,-8.0,2,6
580,freq_mod_switch,board_like_hard,10.0,ASK,FM,50000.0,True,True,False,True,False,False,-8.0,2,6
581,mod_switch_same_freq,board_like_hard,10.0,ASK,FSK,0.0,True,True,True,False,False,False,4.0,4,7
582,freq_mod_switch,board_like_hard,10.0,ASK,FSK,10000.0,True,True,False,True,False,False,-8.0,2,6
583,freq_mod_switch,board_like_hard,10.0,ASK,FSK,-10000.0,True,True,True,False,False,False,4.0,6,31
584,freq_mod_switch,board_like_hard,10.0,ASK,FSK,20000.0,True,True,True,False,False,False,4.0,5,15
585,freq_mod_switch,board_like_hard,10.0,ASK,FSK,50000.0,True,True,True,False,False,False,4.0,4,7
586,mod_switch_same_freq,board_like_hard,10.0,ASK,PSK,0.0,True,True,False,True,False,False,-8.0,2,6
587,freq_mod_switch,board_like_hard,10.0,ASK,PSK,10000.0,True,True,True,False,False,False,4.0,5,23
588,freq_mod_switch,board_like_hard,10.0,ASK,PSK,-10000.0,True,True,False,True,False,False,-8.0,2,6
589,freq_mod_switch,board_like_hard,10.0,ASK,PSK,20000.0,True,True,True,False,False,False,4.0,5,23
590,freq_mod_switch,board_like_hard,10.0,ASK,PSK,50000.0,True,True,False,True,False,False,-8.0,2,6
591,mod_switch_same_freq,board_like_hard,10.0,FSK,AM,0.0,True,True,True,False,False,False,4.0,3,28
592,freq_mod_switch,board_like_hard,10.0,FSK,AM,10000.0,True,True,True,False,False,False,4.0,3,28
593,freq_mod_switch,board_like_hard,10.0,FSK,AM,-10000.0,True,True,True,False,False,False,4.0,3,28
594,freq_mod_switch,board_like_hard,10.0,FSK,AM,20000.0,True,True,True,False,False,False,4.0,3,28
595,freq_mod_switch,board_like_hard,10.0,FSK,AM,50000.0,True,True,True,False,False,False,5.999999999999998,2,20
596,mod_switch_same_freq,board_like_hard,10.0,FSK,FM,0.0,True,True,True,False,False,False,4.0,2,24
597,freq_mod_switch,board_like_hard,10.0,FSK,FM,10000.0,True,False,False,False,True,False,nan,0,0
598,freq_mod_switch,board_like_hard,10.0,FSK,FM,-10000.0,True,False,False,False,True,False,nan,0,0
599,freq_mod_switch,board_like_hard,10.0,FSK,FM,20000.0,True,True,False,False,True,True,24.0,2,24
600,freq_mod_switch,board_like_hard,10.0,FSK,FM,50000.0,True,True,True,False,False,False,4.0,2,24
601,mod_switch_same_freq,board_like_hard,10.0,FSK,ASK,0.0,True,True,True,False,False,False,4.0,2,6
602,freq_mod_switch,board_like_hard,10.0,FSK,ASK,10000.0,True,True,True,False,False,False,4.0,3,14
603,freq_mod_switch,board_like_hard,10.0,FSK,ASK,-10000.0,True,True,True,False,False,False,4.0,3,14
604,freq_mod_switch,board_like_hard,10.0,FSK,ASK,20000.0,True,True,True,False,False,False,4.0,2,6
605,freq_mod_switch,board_like_hard,10.0,FSK,ASK,50000.0,True,True,True,False,False,False,4.0,2,6
606,mod_switch_same_freq,board_like_hard,10.0,FSK,PSK,0.0,True,False,False,False,True,False,nan,0,0
607,freq_mod_switch,board_like_hard,10.0,FSK,PSK,10000.0,True,False,False,False,True,False,nan,0,0
608,freq_mod_switch,board_like_hard,10.0,FSK,PSK,-10000.0,True,True,True,False,False,False,18.000000000000004,2,24
609,freq_mod_switch,board_like_hard,10.0,FSK,PSK,20000.0,True,False,False,False,True,False,nan,0,0
610,freq_mod_switch,board_like_hard,10.0,FSK,PSK,50000.0,True,False,False,False,True,False,nan,0,0
611,mod_switch_same_freq,board_like_hard,10.0,PSK,AM,0.0,True,True,True,False,False,False,4.0,2,20
612,freq_mod_switch,board_like_hard,10.0,PSK,AM,10000.0,True,True,True,False,False,False,4.0,4,21
613,freq_mod_switch,board_like_hard,10.0,PSK,AM,-10000.0,True,True,True,False,False,False,4.0,4,21
614,freq_mod_switch,board_like_hard,10.0,PSK,AM,20000.0,True,True,True,False,False,False,4.0,3,17
615,freq_mod_switch,board_like_hard,10.0,PSK,AM,50000.0,True,True,True,False,False,False,4.0,4,21
616,mod_switch_same_freq,board_like_hard,10.0,PSK,FM,0.0,True,True,True,False,False,False,4.0,2,24
617,freq_mod_switch,board_like_hard,10.0,PSK,FM,10000.0,True,True,True,False,False,False,4.0,4,25
618,freq_mod_switch,board_like_hard,10.0,PSK,FM,-10000.0,True,True,True,False,False,False,4.0,4,25
619,freq_mod_switch,board_like_hard,10.0,PSK,FM,20000.0,True,True,True,False,False,False,4.0,4,25
620,freq_mod_switch,board_like_hard,10.0,PSK,FM,50000.0,True,True,True,False,False,False,4.0,4,25
621,mod_switch_same_freq,board_like_hard,10.0,PSK,ASK,0.0,True,True,True,False,False,False,4.0,2,6
622,freq_mod_switch,board_like_hard,10.0,PSK,ASK,10000.0,True,True,True,False,False,False,4.0,4,7
623,freq_mod_switch,board_like_hard,10.0,PSK,ASK,-10000.0,True,True,True,False,False,False,4.0,4,7
624,freq_mod_switch,board_like_hard,10.0,PSK,ASK,20000.0,True,True,True,False,False,False,4.0,4,7
625,freq_mod_switch,board_like_hard,10.0,PSK,ASK,50000.0,True,True,True,False,False,False,4.0,4,7
626,mod_switch_same_freq,board_like_hard,10.0,PSK,FSK,0.0,True,True,True,False,False,False,5.999999999999998,2,1
627,freq_mod_switch,board_like_hard,10.0,PSK,FSK,10000.0,True,True,True,False,False,False,4.0,2,1
628,freq_mod_switch,board_like_hard,10.0,PSK,FSK,-10000.0,True,True,True,False,False,False,4.0,2,1
629,freq_mod_switch,board_like_hard,10.0,PSK,FSK,20000.0,True,True,True,False,False,False,4.0,3,17
630,freq_mod_switch,board_like_hard,10.0,PSK,FSK,50000.0,True,True,True,False,False,False,4.0,2,1
